n1D1e-11,n1D1e-11-std,time,n2D1e-11,n2D1e-11-std,n10D1e-11,n10D1e-11-std,n20D1e-11,n20D1e-11-std,n100D1e-11,n100D1e-11-std,n1D1e-12,n1D1e-12-std,n2D1e-12,n2D1e-12-std,n10D1e-12,n10D1e-12-std,n20D1e-12,n20D1e-12-std,n100D1e-12,n100D1e-12-std,n1D1e-13,n1D1e-13-std,n2D1e-13,n2D1e-13-std,n10D1e-13,n10D1e-13-std,n20D1e-13,n20D1e-13-std,n100D1e-13,n100D1e-13-std,n1D1e-15,n1D1e-15-std,n2D1e-15,n2D1e-15-std,n10D1e-15,n10D1e-15-std,n20D1e-15,n20D1e-15-std,n100D1e-15,n100D1e-15-std,n1D1e-16,n1D1e-16-std,n2D1e-16,n2D1e-16-std,n10D1e-16,n10D1e-16-std,n20D1e-16,n20D1e-16-std,n100D1e-16,n100D1e-16-std,n1D1e-18,n1D1e-18-std,n2D1e-18,n2D1e-18-std,n10D1e-18,n10D1e-18-std,n20D1e-18,n20D1e-18-std,n100D1e-18,n100D1e-18-std
0.1,0.30000000000000004,0.5,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.7,0.6403124237432849,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.51,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.7,0.6403124237432849,0.0,0.0,0.7,0.6403124237432849,0.7,0.45825756949558405,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.52,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.6,0.48989794855663565,0.0,0.0,0.7,0.6403124237432849,0.7,0.45825756949558405,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.53,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.6,0.48989794855663565,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.54,0.6,0.48989794855663565,0.6,0.48989794855663565,0.7,0.45825756949558405,0.6,0.48989794855663565,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.5,0.5,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.55,0.6,0.48989794855663565,0.5,0.5,0.7,0.45825756949558405,0.6,0.48989794855663565,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.5,0.5,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.56,0.6,0.48989794855663565,0.4,0.4898979485566356,0.7,0.45825756949558405,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.5,0.5,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5700000000000001,0.6,0.48989794855663565,0.4,0.4898979485566356,0.7,0.45825756949558405,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.58,0.5,0.5,0.4,0.4898979485566356,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.9,0.5385164807134504,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.59,0.5,0.5,0.4,0.4898979485566356,0.4,0.4898979485566357,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6,0.5,0.5,0.4,0.4898979485566356,0.4,0.4898979485566357,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.9,0.3,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.61,0.5,0.5,0.4,0.4898979485566356,0.4,0.4898979485566357,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.8,0.4000000000000001,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.62,0.4,0.48989794855663565,0.4,0.4898979485566356,0.4,0.4898979485566357,0.5,0.5,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.8,0.4000000000000001,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.63,0.4,0.48989794855663565,0.4,0.4898979485566356,0.4,0.4898979485566357,0.4,0.4898979485566356,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.7,0.45825756949558405,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.64,0.4,0.48989794855663565,0.4,0.4898979485566356,0.3,0.45825756949558405,0.4,0.4898979485566356,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.7,0.45825756949558405,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.65,0.4,0.48989794855663565,0.4,0.4898979485566356,0.3,0.45825756949558405,0.4,0.4898979485566356,0.0,0.0,0.6,0.6633249580710799,0.7,0.45825756949558405,0.6,0.4898979485566356,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.8,0.6000000000000001,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.66,0.3,0.45825756949558405,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.5,0.6708203932499369,0.7,0.45825756949558405,0.5,0.5,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.7,0.6403124237432849,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.67,0.3,0.45825756949558405,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.5,0.6708203932499369,0.7,0.45825756949558405,0.5,0.5,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.7,0.6403124237432849,0.8,0.6000000000000001,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.68,0.3,0.45825756949558405,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.4,0.48989794855663565,0.7,0.45825756949558405,0.5,0.5,0.4,0.48989794855663565,0.1,0.30000000000000004,0.3,0.45825756949558394,0.7,0.6403124237432849,0.8,0.6000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6900000000000001,0.3,0.45825756949558405,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.4,0.48989794855663565,0.6,0.48989794855663565,0.5,0.5,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7000000000000001,0.2,0.4000000000000001,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.4,0.48989794855663565,0.4,0.4898979485566356,0.5,0.5,0.4,0.48989794855663565,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.71,0.2,0.4000000000000001,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.3,0.45825756949558394,0.4,0.4898979485566356,0.5,0.5,0.4,0.48989794855663565,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.72,0.2,0.4000000000000001,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.3,0.45825756949558394,0.4,0.4898979485566356,0.5,0.5,0.4,0.48989794855663565,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.73,0.2,0.4000000000000001,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.3,0.45825756949558394,0.4,0.4898979485566356,0.5,0.5,0.4,0.48989794855663565,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.74,0.2,0.4000000000000001,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.4,0.4898979485566356,0.5,0.5,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.75,0.1,0.30000000000000004,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.4,0.48989794855663565,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.76,0.1,0.30000000000000004,0.4,0.4898979485566356,0.1,0.30000000000000004,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.77,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.78,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.79,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.4,0.4898979485566356,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.81,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8200000000000001,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8300000000000001,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.8,0.6000000000000001,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.84,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.85,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.86,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.87,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.88,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.89,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.3,0.45825756949558405,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.91,0.1,0.30000000000000004,0.3,0.45825756949558394,0.0,0.0,0.3,0.45825756949558394,0.0,0.0,0.2,0.4000000000000001,0.3,0.45825756949558405,0.3,0.45825756949558394,0.3,0.45825756949558405,0.0,0.0,0.2,0.4000000000000001,0.7,0.6403124237432849,0.7,0.6403124237432848,0.3,0.45825756949558405,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
